Entry Time,Exit Time,Side,Entry Price,Exit Price,Quantity,PnL,PnL %,Commission
2025-12-21T01:30:04.294Z[UTC],2025-12-21T01:30:04.495926Z[UTC],SELL,67791.10000000,96632.40000000,0.00500000,-144.3998,-42.60,0.1933
