Entry Time,Exit Time,Side,Entry Price,Exit Price,Quantity,PnL,PnL %,Commission
2025-12-21T01:32:04.454Z[UTC],2025-12-21T01:32:04.579081Z[UTC],BUY,67824.50000000,96632.40000000,0.00500000,143.8462,42.42,0.1933
