Entry Time,Exit Time,Side,Entry Price,Exit Price,Quantity,PnL,PnL %,Commission
2025-12-21T01:28:26.249Z[UTC],2025-12-21T01:28:26.363093Z[UTC],SELL,67824.50000000,96632.40000000,0.00000000,-0.0000,NaN,0.0000
